"factor1","fieldId","repId","numValue","experimentalUnitId"
25,20,2,170.875553531248,2665
26,20,2,166.601005428215,2666
27,20,2,204.414628299477,2667
28,20,2,212.612240316731,2668
29,20,2,168.015195327346,2669
30,20,2,207.383753201253,2670
31,20,2,206.870599551429,2671
32,20,2,222.022919845989,2672
33,20,2,206.375647201051,2673
34,20,2,206.985935278297,2674
35,20,2,163.173709607921,2675
36,20,2,172.35998257848,2676
37,20,2,202.268954689756,2677
38,20,2,182.860961221575,2678
39,20,2,184.650060328938,2679
40,20,2,237.853928595105,2680
41,20,2,221.996145636926,2681
42,20,2,169.785037787864,2682
43,20,2,208.089099910837,2683
44,20,2,201.922303328098,2684
45,20,2,212.146457522612,2685
46,20,2,225.99840725507,2686
47,20,2,205.022391398964,2687
48,20,2,153.857696517652,2688
49,20,2,211.00259238835,2689
50,20,2,187.581630538043,2690
51,20,2,165.64553653998,2691
52,20,2,227.766300888949,2692
53,20,2,189.874921364277,2693
54,20,2,198.351388859044,2694
55,20,2,203.207210651102,2695
56,20,2,199.44872525072,2696
57,20,2,207.558751519666,2697
58,20,2,231.265449287867,2698
59,20,2,185.24610438947,2699
60,20,2,188.800977105129,2700
1,21,2,166.340843347008,2701
2,21,2,167.083420906212,2702
3,21,2,174.255986066429,2703
4,21,2,163.151168628402,2704
5,21,2,162.591653121017,2705
6,21,2,182.300860359977,2706
7,21,2,175.197081157885,2707
8,21,2,163.849783658845,2708
9,21,2,135.480289575881,2709
10,21,2,169.800881636312,2710
11,21,2,165.120834669669,2711
12,21,2,177.880243020241,2712
13,21,2,124.127796840893,2713
14,21,2,178.729208527046,2714
15,21,2,195.703008428072,2715
16,21,2,157.336824069656,2716
17,21,2,170.76362550621,2717
18,21,2,133.00230687966,2718
19,21,2,193.265529004288,2719
20,21,2,126.355298095281,2720
21,21,2,175.084237456582,2721
22,21,2,170.855088566771,2722
23,21,2,166.286855475928,2723
24,21,2,151.081638101464,2724
25,21,2,131.605653576892,2725
26,21,2,136.739917564572,2726
27,21,2,144.212456505164,2727
28,21,2,138.853531446318,2728
29,21,2,154.734561838201,2729
30,21,2,141.533848652873,2730
31,21,2,170.267703804959,2731
32,21,2,163.226934965718,2732
33,21,2,150.172788618318,2733
34,21,2,172.74377110582,2734
35,21,2,155.142414079599,2735
36,21,2,148.252856208525,2736
37,21,2,165.93352679703,2737
38,21,2,154.529446002981,2738
39,21,2,163.24574686891,2739
40,21,2,144.924703382809,2740
41,21,2,128.411781357807,2741
42,21,2,197.708242815227,2742
43,21,2,159.248906738501,2743
44,21,2,149.850777859498,2744
45,21,2,184.541174787335,2745
46,21,2,167.09924948987,2746
47,21,2,138.328633980676,2747
48,21,2,150.188951643282,2748
49,21,2,194.340769920358,2749
50,21,2,142.29447298846,2750
51,21,2,160.594009404169,2751
52,21,2,161.003158786357,2752
53,21,2,186.586929625591,2753
54,21,2,146.065109103552,2754
55,21,2,118.432085776371,2755
56,21,2,179.958524306398,2756
57,21,2,173.860440806067,2757
58,21,2,174.306437773105,2758
59,21,2,149.298514062323,2759
60,21,2,146.986065361952,2760
1,22,2,207.8701241517,2761
2,22,2,165.406247022412,2762
3,22,2,167.069653731928,2763
4,22,2,192.391325968893,2764
5,22,2,191.614089117261,2765
6,22,2,201.995688311008,2766
7,22,2,179.596224504611,2767
8,22,2,182.59841665611,2768
9,22,2,174.597198714782,2769
10,22,2,146.447752689368,2770
11,22,2,189.387319485001,2771
12,22,2,201.158718966074,2772
13,22,2,192.364340636933,2773
14,22,2,201.592163109576,2774
15,22,2,182.677885161493,2775
16,22,2,143.425220461411,2776
17,22,2,177.032361122809,2777
18,22,2,178.474423584473,2778
19,22,2,176.094976364086,2779
20,22,2,209.194761734371,2780
21,22,2,152.605985700604,2781
22,22,2,206.345264292837,2782
23,22,2,156.94464925009,2783
24,22,2,147.142342408405,2784
25,22,2,145.683047294581,2785
26,22,2,145.061778360956,2786
27,22,2,151.00572670379,2787
28,22,2,147.267154601714,2788
29,22,2,161.028443789529,2789
30,22,2,145.672192749281,2790
31,22,2,201.968147976789,2791
32,22,2,179.170162903891,2792
33,22,2,148.100913531048,2793
34,22,2,198.720138482758,2794
35,22,2,150.166709595599,2795
36,22,2,135.788185706164,2796
37,22,2,142.387353613502,2797
38,22,2,192.215092325129,2798
39,22,2,172.711571390755,2799
40,22,2,184.621514780678,2800
41,22,2,196.358006677236,2801
42,22,2,163.117143586174,2802
43,22,2,182.462575426139,2803
44,22,2,213.632147776326,2804
45,22,2,172.011864937158,2805
46,22,2,168.665386687895,2806
47,22,2,164.8491714146,2807
48,22,2,176.828037910491,2808
49,22,2,161.30873688178,2809
50,22,2,170.112901038484,2810
51,22,2,183.214066547477,2811
52,22,2,194.178038396647,2812
53,22,2,180.607060275602,2813
54,22,2,161.276767398224,2814
55,22,2,138.919123207764,2815
56,22,2,198.273935126459,2816
57,22,2,171.171006376525,2817
58,22,2,194.571638647372,2818
59,22,2,182.629367270196,2819
60,22,2,192.654558301746,2820
1,23,2,194.042517303358,2821
2,23,2,180.422217438453,2822
3,23,2,213.579709296226,2823
4,23,2,242.473820544077,2824
5,23,2,227.641452855026,2825
6,23,2,190.512223045926,2826
7,23,2,161.572044719384,2827
8,23,2,222.240627045197,2828
9,23,2,211.952282850299,2829
10,23,2,226.550451337764,2830
11,23,2,186.674544391233,2831
12,23,2,185.042841551405,2832
13,23,2,232.214934225928,2833
14,23,2,186.072170140628,2834
15,23,2,192.688146099399,2835
16,23,2,232.029434768434,2836
17,23,2,215.130776607199,2837
18,23,2,187.170412281764,2838
19,23,2,190.453588698732,2839
20,23,2,202.188005942559,2840
21,23,2,174.436148145016,2841
22,23,2,199.151370262973,2842
23,23,2,223.88498632065,2843
24,23,2,192.119909323793,2844
25,23,2,183.483558577936,2845
26,23,2,200.397691045627,2846
27,23,2,179.694149747604,2847
28,23,2,176.820345027935,2848
29,23,2,216.943117343059,2849
30,23,2,212.679179744103,2850
31,23,2,233.433321041356,2851
32,23,2,219.55246899249,2852
33,23,2,190.622461097253,2853
34,23,2,176.8957812156,2854
35,23,2,165.712833715646,2855
36,23,2,198.751579538882,2856
37,23,2,207.838426045228,2857
38,23,2,198.777010302234,2858
39,23,2,188.706099724323,2859
40,23,2,207.016374020433,2860
41,23,2,202.515267759542,2861
42,23,2,222.157304978693,2862
43,23,2,200.596293450223,2863
44,23,2,219.962415366515,2864
45,23,2,216.428318895043,2865
46,23,2,207.725434027719,2866
47,23,2,200.677056780286,2867
48,23,2,213.97757254701,2868
49,23,2,191.281510969286,2869
50,23,2,205.804270729364,2870
51,23,2,197.391117443456,2871
52,23,2,203.389753169824,2872
53,23,2,202.269375187039,2873
54,23,2,197.725687183004,2874
55,23,2,197.300023684635,2875
56,23,2,198.678960070351,2876
57,23,2,191.54770258719,2877
58,23,2,200.292696979107,2878
59,23,2,200.170940687393,2879
60,23,2,199.933990490598,2880
1,24,2,212.092989260165,2881
2,24,2,189.091003107555,2882
3,24,2,197.364895517017,2883
4,24,2,195.224075907489,2884
5,24,2,180.101309873956,2885
6,24,2,204.902098473094,2886
7,24,2,200.088730270436,2887
8,24,2,179.8563592407,2888
9,24,2,198.940260673852,2889
10,24,2,169.969150812182,2890
11,24,2,202.20351064452,2891
12,24,2,211.313392552071,2892
13,24,2,191.044835394931,2893
14,24,2,204.196299026173,2894
15,24,2,188.95910124054,2895
16,24,2,169.493142510703,2896
17,24,2,178.640144654856,2897
18,24,2,201.558848997874,2898
19,24,2,190.253426610342,2899
20,24,2,189.658223061528,2900
21,24,2,156.279753700354,2901
22,24,2,227.282930098342,2902
23,24,2,176.784859626686,2903
24,24,2,206.558147814043,2904
25,24,2,190.050036720568,2905
26,24,2,176.838361843509,2906
27,24,2,169.074957939393,2907
28,24,2,199.862187387283,2908
29,24,2,171.335723737054,2909
30,24,2,191.792506924588,2910
31,24,2,202.721138539693,2911
32,24,2,221.726758989468,2912
33,24,2,205.456156012004,2913
34,24,2,192.388646820056,2914
35,24,2,205.267437908478,2915
36,24,2,194.861813317913,2916
37,24,2,178.630744585554,2917
38,24,2,184.716225058279,2918
39,24,2,162.232859256736,2919
40,24,2,222.056165886917,2920
41,24,2,201.272229037725,2921
42,24,2,229.152149547216,2922
43,24,2,207.82119041446,2923
44,24,2,235.888280766371,2924
45,24,2,172.854524063358,2925
46,24,2,201.714842480457,2926
47,24,2,209.070790876507,2927
48,24,2,190.390983462802,2928
49,24,2,211.917999715511,2929
50,24,2,170.661633600964,2930
51,24,2,156.947243243977,2931
52,24,2,165.349643114502,2932
53,24,2,213.273437180714,2933
54,24,2,182.651001925325,2934
55,24,2,186.514207975064,2935
56,24,2,200.370235180892,2936
57,24,2,194.976366462835,2937
58,24,2,220.912135835786,2938
59,24,2,169.26080686999,2939
60,24,2,198.53383266465,2940
1,25,2,181.618029720051,2941
2,25,2,187.146963796336,2942
3,25,2,229.359422843975,2943
4,25,2,218.592140845471,2944
5,25,2,212.330197290318,2945
6,25,2,199.903847403641,2946
7,25,2,209.446697336617,2947
8,25,2,202.015853828594,2948
9,25,2,214.203349876227,2949
10,25,2,198.85561493898,2950
11,25,2,208.689005309865,2951
12,25,2,196.604691456476,2952
13,25,2,190.910313269167,2953
14,25,2,199.93730600709,2954
15,25,2,186.281804628917,2955
16,25,2,192.714630430873,2956
17,25,2,211.10677217312,2957
18,25,2,228.139933728373,2958
19,25,2,230.643430589932,2959
20,25,2,181.010524127987,2960
21,25,2,189.812824107867,2961
22,25,2,209.974518792108,2962
23,25,2,192.818833657227,2963
24,25,2,201.769345270174,2964
25,25,2,199.595163189695,2965
26,25,2,181.790330941922,2966
27,25,2,181.361632318209,2967
28,25,2,201.851082750783,2968
29,25,2,209.765506157969,2969
30,25,2,188.905610781349,2970
31,25,2,230.438812074621,2971
32,25,2,212.913719850258,2972
33,25,2,194.277402963343,2973
34,25,2,212.57311561631,2974
35,25,2,182.388570756276,2975
36,25,2,193.70145031722,2976
37,25,2,199.208168748219,2977
38,25,2,183.870866970849,2978
39,25,2,178.857392446469,2979
40,25,2,167.527701227578,2980
41,25,2,238.043522039481,2981
42,25,2,207.71384286744,2982
43,25,2,217.739245542388,2983
44,25,2,237.706602731056,2984
45,25,2,208.401420250697,2985
46,25,2,211.655111205486,2986
47,25,2,203.879329397226,2987
48,25,2,208.44539840675,2988
49,25,2,206.47258532432,2989
50,25,2,205.814646312856,2990
51,25,2,173.581830242305,2991
52,25,2,201.818127741727,2992
53,25,2,234.677881487023,2993
54,25,2,213.350804521226,2994
55,25,2,213.948062372823,2995
56,25,2,214.6366732066,2996
57,25,2,215.214453498101,2997
58,25,2,220.696056903311,2998
59,25,2,168.113314806427,2999
60,25,2,210.105644931876,3000
1,1,3,229.570369006612,3001
2,1,3,196.586034355957,3002
3,1,3,209.834594151772,3003
4,1,3,255.205402647222,3004
5,1,3,246.494446714968,3005
6,1,3,210.9621959845,3006
7,1,3,241.859824384453,3007
8,1,3,214.328216818768,3008
9,1,3,246.559168736003,3009
10,1,3,191.583788422101,3010
11,1,3,219.829342331796,3011
12,1,3,235.467777785288,3012
13,1,3,223.93698122224,3013
14,1,3,208.261888659437,3014
15,1,3,220.311754913278,3015
16,1,3,208.186682955119,3016
17,1,3,257.496759019659,3017
18,1,3,239.80898261864,3018
19,1,3,223.880513884962,3019
20,1,3,217.55026569913,3020
21,1,3,220.30151465909,3021
22,1,3,239.286498264009,3022
23,1,3,223.267313380589,3023
24,1,3,219.987087180999,3024
25,1,3,231.147935874504,3025
26,1,3,184.60369828094,3026
27,1,3,234.824083810539,3027
28,1,3,214.326595852944,3028
29,1,3,203.939307116615,3029
30,1,3,196.827888569549,3030
31,1,3,219.638147641421,3031
32,1,3,253.941275926834,3032
33,1,3,218.185895540991,3033
34,1,3,200.602822416042,3034
35,1,3,180.811811455466,3035
36,1,3,179.282235619906,3036
37,1,3,220.730832232892,3037
38,1,3,225.416686530148,3038
39,1,3,176.711901388573,3039
40,1,3,202.3504593469,3040
41,1,3,230.928419508556,3041
42,1,3,234.232623669314,3042
43,1,3,232.699165697488,3043
44,1,3,212.523539364149,3044
45,1,3,216.506736330314,3045
46,1,3,216.625843423853,3046
47,1,3,227.359596894609,3047
48,1,3,215.997694268006,3048
49,1,3,207.144934826386,3049
50,1,3,200.635600986093,3050
51,1,3,243.840685956875,3051
52,1,3,242.511929734128,3052
53,1,3,239.503810168124,3053
54,1,3,238.599848973537,3054
55,1,3,235.942234734574,3055
56,1,3,207.22248296569,3056
57,1,3,232.160297370561,3057
58,1,3,225.355011682256,3058
59,1,3,242.04737933276,3059
60,1,3,220.708955358452,3060
1,2,3,239.468302845233,3061
2,2,3,218.370800227818,3062
3,2,3,232.670086330368,3063
4,2,3,198.875965659739,3064
5,2,3,189.964980330649,3065
6,2,3,210.751393952614,3066
7,2,3,212.934952783893,3067
8,2,3,216.156464023605,3068
9,2,3,221.341841027067,3069
10,2,3,193.149614278566,3070
11,2,3,203.411705207247,3071
12,2,3,237.541302778747,3072
13,2,3,201.512459462902,3073
14,2,3,206.889255344812,3074
15,2,3,212.058187032595,3075
16,2,3,191.873846324776,3076
17,2,3,215.08215610502,3077
18,2,3,200.058904781934,3078
19,2,3,233.560830846269,3079
20,2,3,233.719935806365,3080
21,2,3,222.224761143095,3081
22,2,3,228.253047160743,3082
23,2,3,213.361289488463,3083
24,2,3,217.015008090641,3084
25,2,3,214.598634881602,3085
26,2,3,174.657457485756,3086
27,2,3,194.508781547838,3087
28,2,3,205.237637501102,3088
29,2,3,204.901061639829,3089
30,2,3,214.801197519931,3090
31,2,3,217.493393758088,3091
32,2,3,259.220294659096,3092
33,2,3,223.678422371001,3093
34,2,3,190.252348754182,3094
35,2,3,202.900712561046,3095
36,2,3,187.655720908371,3096
37,2,3,255.33824814202,3097
38,2,3,233.265274973314,3098
39,2,3,233.852767968519,3099
40,2,3,222.918930245194,3100
41,2,3,243.036431751094,3101
42,2,3,235.2577567468,3102
43,2,3,232.297009732335,3103
44,2,3,209.77578327041,3104
45,2,3,228.146696409767,3105
46,2,3,232.560408553397,3106
47,2,3,193.477751523514,3107
48,2,3,210.621540228369,3108
49,2,3,236.210313450776,3109
50,2,3,208.372700013953,3110
51,2,3,212.471368306252,3111
52,2,3,242.401608533506,3112
53,2,3,218.683864985807,3113
54,2,3,215.372388168429,3114
55,2,3,210.239380687817,3115
56,2,3,196.897208264207,3116
57,2,3,220.820927832412,3117
58,2,3,262.785176563576,3118
59,2,3,232.275888593634,3119
60,2,3,215.140505617965,3120
1,3,3,229.841134216368,3121
2,3,3,191.888099136028,3122
3,3,3,241.162937345147,3123
4,3,3,235.725680782799,3124
5,3,3,216.824559210167,3125
6,3,3,243.414522655335,3126
7,3,3,238.685405090083,3127
8,3,3,240.15472040274,3128
9,3,3,276.228982325525,3129
10,3,3,215.524769032991,3130
11,3,3,267.533027051553,3131
12,3,3,270.313760675229,3132
13,3,3,222.846906122116,3133
14,3,3,207.870881321772,3134
15,3,3,228.517299164927,3135
16,3,3,232.322096927562,3136
17,3,3,223.590906549659,3137
18,3,3,237.351465908638,3138
19,3,3,230.57138670501,3139
20,3,3,214.261142299913,3140
21,3,3,197.917436180132,3141
22,3,3,238.510344767642,3142
23,3,3,194.207542843774,3143
24,3,3,202.668565153841,3144
25,3,3,209.764104272073,3145
26,3,3,203.797292160068,3146
27,3,3,218.660887708097,3147
28,3,3,209.686922523249,3148
29,3,3,221.474874236651,3149
30,3,3,240.429472445996,3150
31,3,3,212.631853889528,3151
32,3,3,220.353419990956,3152
33,3,3,248.867962766924,3153
34,3,3,205.923991874221,3154
35,3,3,199.607200871498,3155
36,3,3,224.788109478857,3156
37,3,3,228.208657262683,3157
38,3,3,224.575559319138,3158
39,3,3,194.967531632665,3159
40,3,3,214.670183453278,3160
41,3,3,239.189148659459,3161
42,3,3,260.161016514715,3162
43,3,3,238.042146156318,3163
44,3,3,269.688548804848,3164
45,3,3,232.270734882403,3165
46,3,3,243.263009027876,3166
47,3,3,233.228533974479,3167
48,3,3,236.174532075608,3168
49,3,3,234.249178710307,3169
50,3,3,246.406694710921,3170
51,3,3,200.969965194877,3171
52,3,3,235.92762366598,3172
53,3,3,228.371726668411,3173
54,3,3,233.031913853534,3174
55,3,3,239.552057844564,3175
56,3,3,194.760727649074,3176
57,3,3,237.593465730158,3177
58,3,3,229.046617793393,3178
59,3,3,220.834183358266,3179
60,3,3,210.121256919131,3180
1,4,3,254.805050670779,3181
2,4,3,209.786980273471,3182
3,4,3,213.571747688841,3183
4,4,3,242.396979117088,3184
5,4,3,208.56113098036,3185
6,4,3,254.741107570708,3186
7,4,3,225.979918977092,3187
8,4,3,242.150197152714,3188
9,4,3,216.291340114505,3189
10,4,3,213.791399775556,3190
11,4,3,219.514598280184,3191
12,4,3,215.63571796766,3192
13,4,3,215.832643518664,3193
14,4,3,251.156658926909,3194
15,4,3,245.712450959999,3195
16,4,3,231.458120654984,3196
17,4,3,194.467801052453,3197
18,4,3,237.997496747317,3198
19,4,3,214.583491447426,3199
20,4,3,209.112502993659,3200
21,4,3,231.647116488444,3201
22,4,3,259.069185110795,3202
23,4,3,247.64447229232,3203
24,4,3,207.902441144624,3204
25,4,3,218.209603211719,3205
26,4,3,222.750622512891,3206
27,4,3,223.509492984537,3207
28,4,3,215.350636494308,3208
29,4,3,232.280772466645,3209
30,4,3,228.265310992418,3210
31,4,3,225.526840257562,3211
32,4,3,225.701172574128,3212
33,4,3,216.399199106204,3213
34,4,3,217.623936404377,3214
35,4,3,206.748018223565,3215
36,4,3,242.736200057517,3216
37,4,3,227.640960017059,3217
38,4,3,217.544904870443,3218
39,4,3,222.364318104433,3219
40,4,3,219.950812781876,3220
41,4,3,250.742226531908,3221
42,4,3,224.487256074947,3222
43,4,3,225.49794591424,3223
44,4,3,250.428692365901,3224
45,4,3,259.345332927543,3225
46,4,3,260.387991500497,3226
47,4,3,221.387453965402,3227
48,4,3,244.65610766521,3228
49,4,3,249.693589153896,3229
50,4,3,233.729871308141,3230
51,4,3,242.023146298877,3231
52,4,3,221.457534395352,3232
53,4,3,247.966222459874,3233
54,4,3,222.746790258382,3234
55,4,3,207.872310211614,3235
56,4,3,248.178338166734,3236
57,4,3,247.246021095785,3237
58,4,3,250.027439623671,3238
59,4,3,243.612730466064,3239
60,4,3,209.51943925082,3240
1,5,3,239.88257837105,3241
2,5,3,221.006915754904,3242
3,5,3,249.378222311301,3243
4,5,3,279.041363195748,3244
5,5,3,253.830004296728,3245
6,5,3,263.068623339505,3246
7,5,3,229.381339831933,3247
8,5,3,254.973573305147,3248
9,5,3,254.064196831501,3249
10,5,3,269.763165113476,3250
11,5,3,237.67810716624,3251
12,5,3,256.190419275262,3252
13,5,3,271.908020390098,3253
14,5,3,282.095942216523,3254
15,5,3,252.568134071113,3255
16,5,3,258.100090679522,3256
17,5,3,257.031747843253,3257
18,5,3,264.947168159558,3258
19,5,3,257.006996334397,3259
20,5,3,251.364351340184,3260
21,5,3,244.578997441157,3261
22,5,3,281.012008028096,3262
23,5,3,254.883308838753,3263
24,5,3,251.519705620337,3264
25,5,3,270.009936996798,3265
26,5,3,244.93544680107,3266
27,5,3,262.11484818068,3267
28,5,3,248.333310317739,3268
29,5,3,261.605813294851,3269
30,5,3,227.951757575279,3270
31,5,3,234.489104226773,3271
32,5,3,282.205889563973,3272
33,5,3,253.737874885608,3273
34,5,3,233.045136858693,3274
35,5,3,248.041537774418,3275
36,5,3,272.340637514481,3276
37,5,3,249.196321218708,3277
38,5,3,247.648568996448,3278
39,5,3,240.563845600668,3279
40,5,3,255.862308432219,3280
41,5,3,247.718313028683,3281
42,5,3,276.019627558456,3282
43,5,3,270.556505815829,3283
44,5,3,232.90553978062,3284
45,5,3,265.66443907772,3285
46,5,3,262.373715971452,3286
47,5,3,254.813392287335,3287
48,5,3,290.388582500796,3288
49,5,3,243.417262945004,3289
50,5,3,282.302675174946,3290
51,5,3,265.042629928854,3291
52,5,3,281.755952124893,3292
53,5,3,216.693832414396,3293
54,5,3,259.543625769051,3294
55,5,3,259.930415204576,3295
56,5,3,254.861176223501,3296
57,5,3,251.800439758135,3297
58,5,3,262.103945836643,3298
59,5,3,228.791893977324,3299
60,5,3,262.635767223045,3300
1,6,3,237.007818113084,3301
2,6,3,255.362662936689,3302
3,6,3,224.260017108452,3303
4,6,3,250.144039337572,3304
5,6,3,248.889454876246,3305
6,6,3,265.224355251005,3306
7,6,3,245.00588923967,3307
8,6,3,261.49328162352,3308
9,6,3,209.577592133849,3309
10,6,3,225.00764424877,3310
11,6,3,272.50485902233,3311
12,6,3,264.816599831039,3312
13,6,3,223.101822451047,3313
14,6,3,238.461640293904,3314
15,6,3,225.688885465365,3315
16,6,3,261.356389243793,3316
17,6,3,279.669810093077,3317
18,6,3,252.788145199787,3318
19,6,3,226.880024491397,3319
20,6,3,231.638286525774,3320
21,6,3,241.020506214488,3321
22,6,3,258.441498540582,3322
23,6,3,240.265175688053,3323
24,6,3,262.676411289817,3324
25,6,3,237.347469591733,3325
26,6,3,213.820938956887,3326
27,6,3,247.969700647837,3327
28,6,3,236.232861374859,3328
29,6,3,196.730317224983,3329
30,6,3,252.608757558404,3330
31,6,3,249.571211689667,3331
32,6,3,251.764896255506,3332
33,6,3,227.984062790268,3333
34,6,3,237.220243377825,3334
35,6,3,232.147967359808,3335
36,6,3,220.826230829327,3336
37,6,3,259.92040117887,3337
38,6,3,213.875210219575,3338
39,6,3,217.855910893653,3339
40,6,3,262.930263617144,3340
41,6,3,268.568094366336,3341
42,6,3,233.802192403277,3342
43,6,3,240.027025756272,3343
44,6,3,243.787257153352,3344
45,6,3,231.813985958725,3345
46,6,3,252.166903053242,3346
47,6,3,265.748077388463,3347
48,6,3,236.308273156306,3348
49,6,3,266.140711099637,3349
50,6,3,259.725023497689,3350
51,6,3,233.41462663635,3351
52,6,3,258.588075650055,3352
53,6,3,245.17464198885,3353
54,6,3,231.171916913041,3354
55,6,3,238.420016255852,3355
56,6,3,246.442420077183,3356
57,6,3,263.469738456722,3357
58,6,3,231.554731725645,3358
59,6,3,234.691587712785,3359
60,6,3,242.068903963506,3360
1,7,3,209.490980319322,3361
2,7,3,204.989386693795,3362
3,7,3,200.854094816255,3363
4,7,3,227.444956174471,3364
5,7,3,179.888606570491,3365
6,7,3,197.012163262549,3366
7,7,3,228.216788547487,3367
8,7,3,225.68548733768,3368
9,7,3,207.216404972382,3369
10,7,3,190.541738658108,3370
11,7,3,217.679761693864,3371
12,7,3,210.876615320799,3372
13,7,3,213.112123554431,3373
14,7,3,237.64399950069,3374
15,7,3,216.348891038426,3375
16,7,3,206.947084930053,3376
17,7,3,211.711438092919,3377
18,7,3,218.276027495735,3378
19,7,3,205.056736952146,3379
20,7,3,184.202528998351,3380
21,7,3,200.525289691487,3381
22,7,3,226.457021487857,3382
23,7,3,200.945607914569,3383
24,7,3,174.76228718503,3384
25,7,3,203.309477154246,3385
26,7,3,164.084331726886,3386
27,7,3,197.415152782576,3387
28,7,3,207.468257274938,3388
29,7,3,172.567615051542,3389
30,7,3,169.23349699829,3390
31,7,3,231.134773552631,3391
32,7,3,213.941254984667,3392
33,7,3,203.885427314012,3393
34,7,3,200.755801610905,3394
35,7,3,196.923842755634,3395
36,7,3,218.236527492415,3396
37,7,3,216.880502163448,3397
38,7,3,166.84199171886,3398
39,7,3,192.402780695295,3399
40,7,3,223.015070079228,3400
41,7,3,199.070636397451,3401
42,7,3,229.657980433659,3402
43,7,3,176.335485033574,3403
44,7,3,196.929332553335,3404
45,7,3,188.168329149222,3405
46,7,3,225.704346794865,3406
47,7,3,203.74485913971,3407
48,7,3,179.869108411621,3408
49,7,3,243.359591482472,3409
50,7,3,224.333445839498,3410
51,7,3,186.364663587903,3411
52,7,3,209.115406482401,3412
53,7,3,224.032778168019,3413
54,7,3,183.956004116502,3414
55,7,3,209.025698124166,3415
56,7,3,176.845660852158,3416
57,7,3,229.156998290533,3417
58,7,3,232.532892581643,3418
59,7,3,166.280659256775,3419
60,7,3,210.002600839946,3420
1,8,3,213.449813471433,3421
2,8,3,218.483124755317,3422
3,8,3,241.617138924722,3423
4,8,3,265.589162578428,3424
5,8,3,239.586921940566,3425
6,8,3,249.790924164282,3426
7,8,3,239.361345964533,3427
8,8,3,235.129215704586,3428
9,8,3,246.782318464738,3429
10,8,3,238.485579958043,3430
11,8,3,228.474163405009,3431
12,8,3,231.194384870813,3432
13,8,3,237.473611971389,3433
14,8,3,237.974417808301,3434
15,8,3,241.011851502962,3435
16,8,3,217.321229431415,3436
17,8,3,283.413509578614,3437
18,8,3,251.582549002393,3438
19,8,3,244.035756469642,3439
20,8,3,227.017942220243,3440
21,8,3,229.610090465267,3441
22,8,3,243.160838639877,3442
23,8,3,265.150747843127,3443
24,8,3,232.417087778572,3444
25,8,3,257.28031329642,3445
26,8,3,229.164099967166,3446
27,8,3,242.496882547866,3447
28,8,3,289.125508266728,3448
29,8,3,253.169746608192,3449
30,8,3,217.818658317445,3450
31,8,3,247.172781937586,3451
32,8,3,242.600954786376,3452
33,8,3,263.447782257378,3453
34,8,3,230.215216026163,3454
35,8,3,231.873403940786,3455
36,8,3,243.117961351613,3456
37,8,3,244.624571351147,3457
38,8,3,225.458102726186,3458
39,8,3,242.562499351766,3459
40,8,3,254.724197439384,3460
41,8,3,237.190781336878,3461
42,8,3,231.795853637996,3462
43,8,3,227.271628926721,3463
44,8,3,247.190706101927,3464
45,8,3,268.644834003391,3465
46,8,3,232.516817601051,3466
47,8,3,242.227753739454,3467
48,8,3,255.435299230573,3468
49,8,3,237.806347451767,3469
50,8,3,256.079877825952,3470
51,8,3,220.243371768101,3471
52,8,3,234.377553703468,3472
53,8,3,244.653679018797,3473
54,8,3,270.778362655719,3474
55,8,3,227.82633212572,3475
56,8,3,239.704449126121,3476
57,8,3,233.445420721346,3477
58,8,3,292.173023344826,3478
59,8,3,236.348937224416,3479
60,8,3,213.55602282987,3480
1,9,3,237.274505476199,3481
2,9,3,216.124634151655,3482
3,9,3,238.9824383655,3483
4,9,3,230.502064501401,3484
5,9,3,230.63207579336,3485
6,9,3,256.386194334545,3486
7,9,3,226.954547525858,3487
8,9,3,230.567319100996,3488
9,9,3,234.560768745927,3489
10,9,3,255.754229098015,3490
11,9,3,205.756505063565,3491
12,9,3,229.277853977464,3492
13,9,3,236.689548207463,3493
14,9,3,221.255334800964,3494
15,9,3,272.301691347697,3495
16,9,3,268.868065090977,3496
17,9,3,251.158822353321,3497
18,9,3,239.409088626271,3498
19,9,3,252.00744695876,3499
20,9,3,223.647727160242,3500
21,9,3,223.924699490866,3501
22,9,3,281.167465572106,3502
23,9,3,232.238462417423,3503
24,9,3,227.535013993318,3504
25,9,3,215.663285729045,3505
26,9,3,227.057995355396,3506
27,9,3,225.100830888252,3507
28,9,3,195.087169806268,3508
29,9,3,221.057622070679,3509
30,9,3,232.369760271086,3510
31,9,3,237.12283118858,3511
32,9,3,221.598987862489,3512
33,9,3,226.400301835804,3513
34,9,3,245.770065243492,3514
35,9,3,235.353387139209,3515
36,9,3,188.963255441567,3516
37,9,3,271.742557616249,3517
38,9,3,236.724672102307,3518
39,9,3,232.820084662389,3519
40,9,3,228.596372914596,3520
41,9,3,245.387345634113,3521
42,9,3,240.1971097092,3522
43,9,3,229.794084564991,3523
44,9,3,249.82232731742,3524
45,9,3,250.269891358308,3525
46,9,3,283.537095780392,3526
47,9,3,210.530283172761,3527
48,9,3,237.853141487166,3528
49,9,3,252.679110303956,3529
50,9,3,251.305019725217,3530
51,9,3,232.469484328771,3531
52,9,3,234.529605352765,3532
53,9,3,226.278335960549,3533
54,9,3,244.121283247892,3534
55,9,3,245.092840671909,3535
56,9,3,244.413622134236,3536
57,9,3,254.735782697501,3537
