ENTRY,ENTRY_CATEGORY,LOCATION,REP,RESP,COV
"MON101065,MON101082,MON101068",CONTROL,ARJO,1,203.0612,5.7
"MON101065,MON101082,MON101068",CONTROL,ARJO,1,157.366,5.7
"MON101065,MON101082,MON101068",CONTROL,ARJO,1,160.4026,5.7
"MON101065,MON101082,MON101068",CONTROL,ARJO,1,184.4682,5.7
"MON101065,MON101082,MON101068",CONTROL,ARJO,1,174.5241,5.7
"MON101065,MON101082,MON101068",CONTROL,ARJO,1,169.5345,5.7
"MON101065,MON101082,MON101068",CONTROL,ARJO,1,161.053,5.7
"MON202279,MON101065,MON101082,MON101068",TEST,ARJO,1,192.7941,5.7
"MON202280,MON101065,MON101082,MON101068",TEST,ARJO,1,156.005,5.7
"MON202292,MON101065,MON101082,MON101068",TEST,ARJO,1,153.0151,5.7
"MON202293,MON101065,MON101082,MON101068",TEST,ARJO,1,166.4128,5.7
"MON202294,MON101065,MON101082,MON101068",TEST,ARJO,1,154.5527,5.7
"MON202295,MON101065,MON101082,MON101068",TEST,ARJO,1,147.3561,5.7
"MON202296,MON101065,MON101082,MON101068",TEST,ARJO,1,164.773,5.7
"MON202297,MON101065,MON101082,MON101068",TEST,ARJO,1,162.7776,5.7
"MON202298,MON101065,MON101082,MON101068",TEST,ARJO,1,150.761,5.7
"MON202299,MON101065,MON101082,MON101068",TEST,ARJO,1,161.3615,5.7
"MON202301,MON101065,MON101082,MON101068",TEST,ARJO,1,186.1565,5.7
"MON201795,MON101065,MON101082,MON101068",TEST,ARJO,1,169.417,5.7
"MON201961,MON101065,MON101082,MON101068",TEST,ARJO,1,164.8021,5.7
"MON201962,MON101065,MON101082,MON101068",TEST,ARJO,1,175.2573,5.7
"MON201963,MON101065,MON101082,MON101068",TEST,ARJO,1,162.8677,5.7
"MON201964,MON101065,MON101082,MON101068",TEST,ARJO,1,144.047,5.7
"MON201965,MON101065,MON101082,MON101068",TEST,ARJO,1,174.051,5.7
"MON201966,MON101065,MON101082,MON101068",TEST,ARJO,1,173.8998,5.7
"MON201967,MON101065,MON101082,MON101068",TEST,ARJO,1,181.9937,5.7
"MON201968,MON101065,MON101082,MON101068",TEST,ARJO,1,159.8467,5.7
"MON201969,MON101065,MON101082,MON101068",TEST,ARJO,1,175.3954,5.7
"MON201980,MON101065,MON101082,MON101068",TEST,ARJO,1,175.0653,5.7
"MON201981,MON101065,MON101082,MON101068",TEST,ARJO,1,167.0977,5.7
"MON201982,MON101065,MON101082,MON101068",TEST,ARJO,1,168.844,5.7
"MON201983,MON101065,MON101082,MON101068",TEST,ARJO,1,165.8901,5.7
"MON201985,MON101065,MON101082,MON101068",TEST,ARJO,1,159.6602,5.7
"MON201986,MON101065,MON101082,MON101068",TEST,ARJO,1,162.2937,5.7
"MON201987,MON101065,MON101082,MON101068",TEST,ARJO,1,154.5491,5.7
"MON201988,MON101065,MON101082,MON101068",TEST,ARJO,1,175.4388,5.7
"MON201989,MON101065,MON101082,MON101068",TEST,ARJO,1,169.7723,5.7
"MON201670,MON101065,MON101082,MON101068",TEST,ARJO,1,186.4382,5.7
"MON201671,MON101065,MON101082,MON101068",TEST,ARJO,1,163.8881,5.7
"MON201672,MON101065,MON101082,MON101068",TEST,ARJO,1,166.1614,5.7
"MON201673,MON101065,MON101082,MON101068",TEST,ARJO,1,169.1042,5.7
MON101066,COMM,ARJO,1,183.7601,5.7
"MON101065,MON101082,MON101068",CONTROL,ARJO,1,152.9957,5.7
"MON101065,MON101082,MON101068",CONTROL,ARJO,1,174.3361,5.7
"MON101065,MON101082,MON101068",CONTROL,ARJO,1,168.8763,5.7
"MON101065,MON101082,MON101068",CONTROL,ARJO,1,152.3807,5.7
"MON202281,MON101065,MON101082,MON101068",TEST,ARJO,1,179.5106,5.7
"MON202282,MON101065,MON101082,MON101068",TEST,ARJO,1,169.1231,5.7
"MON202283,MON101065,MON101082,MON101068",TEST,ARJO,1,170.8721,5.7
"MON202284,MON101065,MON101082,MON101068",TEST,ARJO,1,168.6554,5.7
"MON202285,MON101065,MON101082,MON101068",TEST,ARJO,1,172.9323,5.7
"MON202286,MON101065,MON101082,MON101068",TEST,ARJO,1,176.3237,5.7
"MON202287,MON101065,MON101082,MON101068",TEST,ARJO,1,167.1495,5.7
"MON202288,MON101065,MON101082,MON101068",TEST,ARJO,1,176.1554,5.7
"MON202289,MON101065,MON101082,MON101068",TEST,ARJO,1,164.3986,5.7
"MON202290,MON101065,MON101082,MON101068",TEST,ARJO,1,177.4477,5.7
"MON202302,MON101065,MON101082,MON101068",TEST,ARJO,1,164.5212,5.7
"MON202303,MON101065,MON101082,MON101068",TEST,ARJO,1,188.775,5.7
"MON202304,MON101065,MON101082,MON101068",TEST,ARJO,1,159.929,5.7
"MON202305,MON101065,MON101082,MON101068",TEST,ARJO,1,148.7446,5.7
"MON202306,MON101065,MON101082,MON101068",TEST,ARJO,1,182.2396,5.7
"MON202307,MON101065,MON101082,MON101068",TEST,ARJO,1,178.509,5.7
"MON202308,MON101065,MON101082,MON101068",TEST,ARJO,1,176.5247,5.7
"MON202309,MON101065,MON101082,MON101068",TEST,ARJO,1,177.2997,5.7
"MON202310,MON101065,MON101082,MON101068",TEST,ARJO,1,154.1872,5.7
"MON202311,MON101065,MON101082,MON101068",TEST,ARJO,1,160.9447,5.7
"MON202312,MON101065,MON101082,MON101068",TEST,ARJO,1,162.4725,5.7
"MON202313,MON101065,MON101082,MON101068",TEST,ARJO,1,155.1561,5.7
"MON202314,MON101065,MON101082,MON101068",TEST,ARJO,1,178.0368,5.7
"MON202315,MON101065,MON101082,MON101068",TEST,ARJO,1,158.0884,5.7
"MON202316,MON101065,MON101082,MON101068",TEST,ARJO,1,171.883,5.7
"MON202317,MON101065,MON101082,MON101068",TEST,ARJO,1,181.6165,5.7
"MON202318,MON101065,MON101082,MON101068",TEST,ARJO,1,154.7363,5.7
"MON202319,MON101065,MON101082,MON101068",TEST,ARJO,1,171.5839,5.7
"MON202300,MON101065,MON101082,MON101068",TEST,ARJO,1,170.849,5.7
"MON201971,MON101065,MON101082,MON101068",TEST,ARJO,1,162.6248,5.7
"MON201972,MON101065,MON101082,MON101068",TEST,ARJO,1,163.6538,5.7
"MON201973,MON101065,MON101082,MON101068",TEST,ARJO,1,171.2467,5.7
"MON201974,MON101065,MON101082,MON101068",TEST,ARJO,1,146.4626,5.7
"MON201975,MON101065,MON101082,MON101068",TEST,ARJO,1,180.8596,5.7
"MON201976,MON101065,MON101082,MON101068",TEST,ARJO,1,172.7153,5.7
"MON201977,MON101065,MON101082,MON101068",TEST,ARJO,1,174.052,5.7
"MON201978,MON101065,MON101082,MON101068",TEST,ARJO,1,175.3564,5.7
"MON201990,MON101065,MON101082,MON101068",TEST,ARJO,1,174.7942,5.7
"MON201900,MON101065,MON101082,MON101068",TEST,ARJO,1,191.9754,5.7
"MON201662,MON101065,MON101082,MON101068",TEST,ARJO,1,176.959,5.7
"MON201663,MON101065,MON101082,MON101068",TEST,ARJO,1,146.6084,5.7
"MON201664,MON101065,MON101082,MON101068",TEST,ARJO,1,159.3203,5.7
"MON201665,MON101065,MON101082,MON101068",TEST,ARJO,1,143.2518,5.7
"MON201666,MON101065,MON101082,MON101068",TEST,ARJO,1,180.5821,5.7
"MON201667,MON101065,MON101082,MON101068",TEST,ARJO,1,176.2744,5.7
"MON201668,MON101065,MON101082,MON101068",TEST,ARJO,1,175.883,5.7
"MON201669,MON101065,MON101082,MON101068",TEST,ARJO,1,173.6715,5.7
"MON101065,MON101082,MON101068",CONTROL,ARJO,1,161.1696,5.7
"MON101065,MON101082,MON101068",CONTROL,ARJO,1,181.4274,5.7
"MON101065,MON101082,MON101068",CONTROL,ARJO,1,146.1386,5.7
"MON101065,MON101082,MON101068",CONTROL,ARJO,1,176.4222,5.7
"MON202194,MON101065,MON101082,MON101068",TEST,ARJO,1,173.0311,5.7
"MON202195,MON101065,MON101082,MON101068",TEST,ARJO,1,185.3974,5.7
"MON202196,MON101065,MON101082,MON101068",TEST,ARJO,1,183.7915,5.7
"MON202197,MON101065,MON101082,MON101068",TEST,ARJO,1,163.3706,5.7
"MON202198,MON101065,MON101082,MON101068",TEST,ARJO,1,184.4365,5.7
"MON202199,MON101065,MON101082,MON101068",TEST,ARJO,1,173.2977,5.7
"MON202200,MON101065,MON101082,MON101068",TEST,ARJO,1,158.3133,5.7
"MON202201,MON101065,MON101082,MON101068",TEST,ARJO,1,185.9462,5.7
"MON202202,MON101065,MON101082,MON101068",TEST,ARJO,1,173.89,5.7
"MON202203,MON101065,MON101082,MON101068",TEST,ARJO,1,177.5071,5.7
"MON202214,MON101065,MON101082,MON101068",TEST,ARJO,1,176.6153,5.7
"MON202215,MON101065,MON101082,MON101068",TEST,ARJO,1,172.3975,5.7
"MON202217,MON101065,MON101082,MON101068",TEST,ARJO,1,155.2749,5.7
"MON202218,MON101065,MON101082,MON101068",TEST,ARJO,1,168.8293,5.7
"MON202219,MON101065,MON101082,MON101068",TEST,ARJO,1,176.3513,5.7
"MON202220,MON101065,MON101082,MON101068",TEST,ARJO,1,177.5311,5.7
"MON202221,MON101065,MON101082,MON101068",TEST,ARJO,1,185.353,5.7
"MON202223,MON101065,MON101082,MON101068",TEST,ARJO,1,181.4278,5.7
"MON202234,MON101065,MON101082,MON101068",TEST,ARJO,1,143.0123,5.7
"MON202235,MON101065,MON101082,MON101068",TEST,ARJO,1,176.2255,5.7
"MON202236,MON101065,MON101082,MON101068",TEST,ARJO,1,168.0912,5.7
"MON202237,MON101065,MON101082,MON101068",TEST,ARJO,1,177.6267,5.7
"MON202238,MON101065,MON101082,MON101068",TEST,ARJO,1,179.7921,5.7
"MON202239,MON101065,MON101082,MON101068",TEST,ARJO,1,178.7478,5.7
"MON202240,MON101065,MON101082,MON101068",TEST,ARJO,1,171.9096,5.7
"MON202242,MON101065,MON101082,MON101068",TEST,ARJO,1,190.2067,5.7
"MON202243,MON101065,MON101082,MON101068",TEST,ARJO,1,163.0935,5.7
"MON202254,MON101065,MON101082,MON101068",TEST,ARJO,1,178.0125,5.7
"MON202255,MON101065,MON101082,MON101068",TEST,ARJO,1,160.4907,5.7
"MON202256,MON101065,MON101082,MON101068",TEST,ARJO,1,192.2267,5.7
"MON202257,MON101065,MON101082,MON101068",TEST,ARJO,1,169.3138,5.7
"MON202258,MON101065,MON101082,MON101068",TEST,ARJO,1,170.5049,5.7
"MON202259,MON101065,MON101082,MON101068",TEST,ARJO,1,200.3983,5.7
"MON202260,MON101065,MON101082,MON101068",TEST,ARJO,1,179.0564,5.7
"MON202262,MON101065,MON101082,MON101068",TEST,ARJO,1,185.3561,5.7
"MON202263,MON101065,MON101082,MON101068",TEST,ARJO,1,189.3076,5.7
"MON202264,MON101065,MON101082,MON101068",TEST,ARJO,1,162.1849,5.7
"MON202265,MON101065,MON101082,MON101068",TEST,ARJO,1,178.7757,5.7
"MON202266,MON101065,MON101082,MON101068",TEST,ARJO,1,188.1557,5.7
"MON202267,MON101065,MON101082,MON101068",TEST,ARJO,1,176.1316,5.7
"MON202268,MON101065,MON101082,MON101068",TEST,ARJO,1,159.5867,5.7
"MON202269,MON101065,MON101082,MON101068",TEST,ARJO,1,177.0416,5.7
"MON202270,MON101065,MON101082,MON101068",TEST,ARJO,1,173.4632,5.7
"MON202271,MON101065,MON101082,MON101068",TEST,ARJO,1,175.0264,5.7
"MON202272,MON101065,MON101082,MON101068",TEST,ARJO,1,197.0456,5.7
"MON202273,MON101065,MON101082,MON101068",TEST,ARJO,1,160.1766,5.7
"MON101065,MON101082,MON101068",CONTROL,ARJO,1,167.6779,5.7
"MON101065,MON101082,MON101068",CONTROL,ARJO,1,163.0476,5.7
"MON101065,MON101082,MON101068",CONTROL,ARJO,1,193.8467,5.7
"MON101065,MON101082,MON101068",CONTROL,ARJO,1,187.7408,5.7
"MON202192,MON101065,MON101082,MON101068",TEST,ARJO,1,167.4058,5.7
"MON202193,MON101065,MON101082,MON101068",TEST,ARJO,1,165.4393,5.7
"MON202204,MON101065,MON101082,MON101068",TEST,ARJO,1,192.8875,5.7
"MON202205,MON101065,MON101082,MON101068",TEST,ARJO,1,181.1312,5.7
"MON202206,MON101065,MON101082,MON101068",TEST,ARJO,1,175.7453,5.7
"MON202208,MON101065,MON101082,MON101068",TEST,ARJO,1,169.5923,5.7
"MON202209,MON101065,MON101082,MON101068",TEST,ARJO,1,181.2543,5.7
"MON202210,MON101065,MON101082,MON101068",TEST,ARJO,1,181.8548,5.7
"MON202211,MON101065,MON101082,MON101068",TEST,ARJO,1,163.7603,5.7
"MON202212,MON101065,MON101082,MON101068",TEST,ARJO,1,184.7727,5.7
"MON202224,MON101065,MON101082,MON101068",TEST,ARJO,1,191.0646,5.7
"MON202225,MON101065,MON101082,MON101068",TEST,ARJO,1,173.7083,5.7
"MON202226,MON101065,MON101082,MON101068",TEST,ARJO,1,193.735,5.7
"MON202227,MON101065,MON101082,MON101068",TEST,ARJO,1,184.673,5.7
"MON202228,MON101065,MON101082,MON101068",TEST,ARJO,1,161.5999,5.7
"MON202229,MON101065,MON101082,MON101068",TEST,ARJO,1,178.7404,5.7
"MON202230,MON101065,MON101082,MON101068",TEST,ARJO,1,202.4649,5.7
"MON202231,MON101065,MON101082,MON101068",TEST,ARJO,1,180.2284,5.7
"MON202233,MON101065,MON101082,MON101068",TEST,ARJO,1,168.9674,5.7
"MON202244,MON101065,MON101082,MON101068",TEST,ARJO,1,177.4353,5.7
"MON202245,MON101065,MON101082,MON101068",TEST,ARJO,1,176.5289,5.7
"MON202247,MON101065,MON101082,MON101068",TEST,ARJO,1,149.4394,5.7
"MON202248,MON101065,MON101082,MON101068",TEST,ARJO,1,174.7566,5.7
"MON202249,MON101065,MON101082,MON101068",TEST,ARJO,1,154.4458,5.7
"MON202251,MON101065,MON101082,MON101068",TEST,ARJO,1,171.2473,5.7
"MON202252,MON101065,MON101082,MON101068",TEST,ARJO,1,174.0303,5.7
"MON202253,MON101065,MON101082,MON101068",TEST,ARJO,1,181.9265,5.7
"MON202274,MON101065,MON101082,MON101068",TEST,ARJO,1,187.1676,5.7
"MON202275,MON101065,MON101082,MON101068",TEST,ARJO,1,172.1835,5.7
"MON202276,MON101065,MON101082,MON101068",TEST,ARJO,1,161.3703,5.7
"MON202277,MON101065,MON101082,MON101068",TEST,ARJO,1,153.2086,5.7
"MON202278,MON101065,MON101082,MON101068",TEST,ARJO,1,160.3697,5.7
MON101066,COMM,ARJO,1,177.9363,5.7
"MON101065,MON101082,MON101068",CONTROL,ARJO,1,175.8959,5.7
"MON101065,MON101082,MON101068",CONTROL,ARJO,1,155.2806,5.7
"MON101065,MON101082,MON101068",CONTROL,ARJO,1,192.6199,5.7
"MON202104,MON101065,MON101082,MON101068",TEST,ARJO,1,168.9922,5.7
"MON202105,MON101065,MON101082,MON101068",TEST,ARJO,1,177.4611,5.7
"MON202106,MON101065,MON101082,MON101068",TEST,ARJO,1,185.7578,5.7
"MON202107,MON101065,MON101082,MON101068",TEST,ARJO,1,182.3126,5.7
"MON202108,MON101065,MON101082,MON101068",TEST,ARJO,1,191.2935,5.7
"MON202109,MON101065,MON101082,MON101068",TEST,ARJO,1,164.7893,5.7
"MON202110,MON101065,MON101082,MON101068",TEST,ARJO,1,183.0914,5.7
"MON202111,MON101065,MON101082,MON101068",TEST,ARJO,1,170.918,5.7
"MON202112,MON101065,MON101082,MON101068",TEST,ARJO,1,178.1792,5.7
"MON202113,MON101065,MON101082,MON101068",TEST,ARJO,1,179.5867,5.7
"MON202114,MON101065,MON101082,MON101068",TEST,ARJO,1,190.3751,5.7
"MON202115,MON101065,MON101082,MON101068",TEST,ARJO,1,181.3297,5.7
"MON202122,MON101065,MON101082,MON101068",TEST,ARJO,1,160.5593,5.7
"MON202116,MON101065,MON101082,MON101068",TEST,ARJO,1,184.2636,5.7
"MON202117,MON101065,MON101082,MON101068",TEST,ARJO,1,168.8208,5.7
"MON202123,MON101065,MON101082,MON101068",TEST,ARJO,1,170.4937,5.7
"MON202118,MON101065,MON101082,MON101068",TEST,ARJO,1,184.2297,5.7
"MON202124,MON101065,MON101082,MON101068",TEST,ARJO,1,178.1188,5.7
"MON202119,MON101065,MON101082,MON101068",TEST,ARJO,1,178.8718,5.7
"MON202125,MON101065,MON101082,MON101068",TEST,ARJO,1,199.2898,5.7
"MON202120,MON101065,MON101082,MON101068",TEST,ARJO,1,157.8853,5.7
"MON202121,MON101065,MON101082,MON101068",TEST,ARJO,1,171.9287,5.7
"MON202126,MON101065,MON101082,MON101068",TEST,ARJO,1,172.3603,5.7
"MON202127,MON101065,MON101082,MON101068",TEST,ARJO,1,171.3634,5.7
"MON202128,MON101065,MON101082,MON101068",TEST,ARJO,1,165.2685,5.7
"MON202129,MON101065,MON101082,MON101068",TEST,ARJO,1,171.0338,5.7
"MON202132,MON101065,MON101082,MON101068",TEST,ARJO,1,170.5237,5.7
"MON202130,MON101065,MON101082,MON101068",TEST,ARJO,1,196.9977,5.7
"MON202133,MON101065,MON101082,MON101068",TEST,ARJO,1,164.1298,5.7
"MON202131,MON101065,MON101082,MON101068",TEST,ARJO,1,169.4352,5.7
"MON202134,MON101065,MON101082,MON101068",TEST,ARJO,1,182.9287,5.7
"MON202135,MON101065,MON101082,MON101068",TEST,ARJO,1,172.1537,5.7
"MON202136,MON101065,MON101082,MON101068",TEST,ARJO,1,187.9716,5.7
"MON202137,MON101065,MON101082,MON101068",TEST,ARJO,1,191.8853,5.7
"MON202138,MON101065,MON101082,MON101068",TEST,ARJO,1,170.273,5.7
"MON202142,MON101065,MON101082,MON101068",TEST,ARJO,1,165.5008,5.7
"MON202139,MON101065,MON101082,MON101068",TEST,ARJO,1,172.4095,5.7
"MON202143,MON101065,MON101082,MON101068",TEST,ARJO,1,185.8852,5.7
"MON202140,MON101065,MON101082,MON101068",TEST,ARJO,1,173.0026,5.7
"MON202144,MON101065,MON101082,MON101068",TEST,ARJO,1,166.0792,5.7
"MON202141,MON101065,MON101082,MON101068",TEST,ARJO,1,175.4481,5.7
"MON202145,MON101065,MON101082,MON101068",TEST,ARJO,1,158.3747,5.7
"MON202146,MON101065,MON101082,MON101068",TEST,ARJO,1,154.3488,5.7
"MON202147,MON101065,MON101082,MON101068",TEST,ARJO,1,174.8794,5.7
"MON202148,MON101065,MON101082,MON101068",TEST,ARJO,1,174.4372,5.7
"MON202152,MON101065,MON101082,MON101068",TEST,ARJO,1,183.7179,5.7
"MON202149,MON101065,MON101082,MON101068",TEST,ARJO,1,157.0684,5.7
"MON202153,MON101065,MON101082,MON101068",TEST,ARJO,1,180.3562,5.7
"MON202150,MON101065,MON101082,MON101068",TEST,ARJO,1,176.494,5.7
"MON202320,MON101065,MON101082,MON101068",TEST,ARJO,1,181.5333,5.7
"MON202151,MON101065,MON101082,MON101068",TEST,ARJO,1,185.3398,5.7
"MON202155,MON101065,MON101082,MON101068",TEST,ARJO,1,180.0977,5.7
"MON202157,MON101065,MON101082,MON101068",TEST,ARJO,1,164.8019,5.7
"MON202158,MON101065,MON101082,MON101068",TEST,ARJO,1,184.0672,5.7
"MON202159,MON101065,MON101082,MON101068",TEST,ARJO,1,171.7039,5.7
"MON202160,MON101065,MON101082,MON101068",TEST,ARJO,1,170.9321,5.7
"MON202163,MON101065,MON101082,MON101068",TEST,ARJO,1,177.8003,5.7
"MON202161,MON101065,MON101082,MON101068",TEST,ARJO,1,166.2388,5.7
"MON202164,MON101065,MON101082,MON101068",TEST,ARJO,1,184.6997,5.7
"MON202165,MON101065,MON101082,MON101068",TEST,ARJO,1,164.0498,5.7
"MON202162,MON101065,MON101082,MON101068",TEST,ARJO,1,197.0214,5.7
"MON202166,MON101065,MON101082,MON101068",TEST,ARJO,1,164.9165,5.7
"MON202167,MON101065,MON101082,MON101068",TEST,ARJO,1,195.9594,5.7
"MON202168,MON101065,MON101082,MON101068",TEST,ARJO,1,179.043,5.7
"MON202173,MON101065,MON101082,MON101068",TEST,ARJO,1,157.0857,5.7
"MON202169,MON101065,MON101082,MON101068",TEST,ARJO,1,188.2775,5.7
"MON202174,MON101065,MON101082,MON101068",TEST,ARJO,1,177.6778,5.7
"MON202170,MON101065,MON101082,MON101068",TEST,ARJO,1,202.973,5.7
"MON202175,MON101065,MON101082,MON101068",TEST,ARJO,1,174.1457,5.7
"MON202171,MON101065,MON101082,MON101068",TEST,ARJO,1,181.8529,5.7
"MON202176,MON101065,MON101082,MON101068",TEST,ARJO,1,187.9136,5.7
"MON202177,MON101065,MON101082,MON101068",TEST,ARJO,1,160.5381,5.7
"MON202172,MON101065,MON101082,MON101068",TEST,ARJO,1,176.7463,5.7
"MON202178,MON101065,MON101082,MON101068",TEST,ARJO,1,169.9272,5.7
"MON202179,MON101065,MON101082,MON101068",TEST,ARJO,1,173.4641,5.7
"MON202180,MON101065,MON101082,MON101068",TEST,ARJO,1,181.2329,5.7
"MON202181,MON101065,MON101082,MON101068",TEST,ARJO,1,166.7598,5.7
"MON202182,MON101065,MON101082,MON101068",TEST,ARJO,1,176.4561,5.7
"MON202183,MON101065,MON101082,MON101068",TEST,ARJO,1,163.1749,5.7
"MON202184,MON101065,MON101082,MON101068",TEST,ARJO,1,189.5806,5.7
"MON202185,MON101065,MON101082,MON101068",TEST,ARJO,1,174.1238,5.7
"MON202186,MON101065,MON101082,MON101068",TEST,ARJO,1,153.8735,5.7
"MON202187,MON101065,MON101082,MON101068",TEST,ARJO,1,166.6983,5.7
"MON101065,MON101082,MON101068",CONTROL,ARJO,1,164.378,5.7
"MON202188,MON101065,MON101082,MON101068",TEST,ARJO,1,171.6227,5.7
"MON101065,MON101082,MON101068",CONTROL,ARJO,1,156.3553,5.7
"MON202189,MON101065,MON101082,MON101068",TEST,ARJO,1,161.4016,5.7
"MON101065,MON101082,MON101068",CONTROL,ARJO,1,174.5869,5.7
"MON202190,MON101065,MON101082,MON101068",TEST,ARJO,1,194.1909,5.7
"MON101065,MON101082,MON101068",CONTROL,ARJO,1,191.5068,5.7
"MON202191,MON101065,MON101082,MON101068",TEST,ARJO,1,180.2744,5.7
"MON101065,MON101082,MON101068",CONTROL,ARJO,1,196.1433,5.7
MON101066,COMM,ARJO,1,178.5041,5.7
"MON101065,MON101082,MON101068",CONTROL,ARJO,1,172.5171,5.7
"MON101065,MON101082,MON101068",CONTROL,ARJO,1,167.2333,5.7
"MON101065,MON101082,MON101068",CONTROL,ARJO,1,169.9952,5.7
"MON202019,MON101065,MON101082,MON101068",TEST,ARJO,1,186.3873,5.7
"MON202020,MON101065,MON101082,MON101068",TEST,ARJO,1,181.8722,5.7
"MON202021,MON101065,MON101082,MON101068",TEST,ARJO,1,165.2847,5.7
"MON202022,MON101065,MON101082,MON101068",TEST,ARJO,1,181.2119,5.7
"MON202023,MON101065,MON101082,MON101068",TEST,ARJO,1,175.0284,5.7
"MON202024,MON101065,MON101082,MON101068",TEST,ARJO,1,174.2156,5.7
"MON202025,MON101065,MON101082,MON101068",TEST,ARJO,1,171.5087,5.7
"MON202026,MON101065,MON101082,MON101068",TEST,ARJO,1,187.1667,5.7
"MON202027,MON101065,MON101082,MON101068",TEST,ARJO,1,175.1767,5.7
"MON202028,MON101065,MON101082,MON101068",TEST,ARJO,1,169.383,5.7
"MON202039,MON101065,MON101082,MON101068",TEST,ARJO,1,175.0485,5.7
"MON202040,MON101065,MON101082,MON101068",TEST,ARJO,1,171.5162,5.7
"MON202041,MON101065,MON101082,MON101068",TEST,ARJO,1,204.2305,5.7
"MON202042,MON101065,MON101082,MON101068",TEST,ARJO,1,207.261,5.7
"MON202043,MON101065,MON101082,MON101068",TEST,ARJO,1,180.9563,5.7
"MON202044,MON101065,MON101082,MON101068",TEST,ARJO,1,184.9388,5.7
"MON202045,MON101065,MON101082,MON101068",TEST,ARJO,1,183.8562,5.7
"MON202046,MON101065,MON101082,MON101068",TEST,ARJO,1,159.4523,5.7
"MON202047,MON101065,MON101082,MON101068",TEST,ARJO,1,185.4727,5.7
"MON202048,MON101065,MON101082,MON101068",TEST,ARJO,1,183.3599,5.7
"MON202059,MON101065,MON101082,MON101068",TEST,ARJO,1,184.9839,5.7
"MON202060,MON101065,MON101082,MON101068",TEST,ARJO,1,171.6194,5.7
"MON202061,MON101065,MON101082,MON101068",TEST,ARJO,1,181.9938,5.7
"MON202062,MON101065,MON101082,MON101068",TEST,ARJO,1,151.264,5.7
"MON202063,MON101065,MON101082,MON101068",TEST,ARJO,1,192.8463,5.7
"MON202064,MON101065,MON101082,MON101068",TEST,ARJO,1,171.4678,5.7
"MON202065,MON101065,MON101082,MON101068",TEST,ARJO,1,184.965,5.7
"MON202066,MON101065,MON101082,MON101068",TEST,ARJO,1,172.0054,5.7
"MON202067,MON101065,MON101082,MON101068",TEST,ARJO,1,194.9155,5.7
"MON202068,MON101065,MON101082,MON101068",TEST,ARJO,1,195.4293,5.7
"MON202079,MON101065,MON101082,MON101068",TEST,ARJO,1,189.1877,5.7
"MON202080,MON101065,MON101082,MON101068",TEST,ARJO,1,169.9243,5.7
"MON202081,MON101065,MON101082,MON101068",TEST,ARJO,1,175.9168,5.7
"MON202082,MON101065,MON101082,MON101068",TEST,ARJO,1,163.888,5.7
"MON202083,MON101065,MON101082,MON101068",TEST,ARJO,1,164.7167,5.7
"MON202084,MON101065,MON101082,MON101068",TEST,ARJO,1,188.7183,5.7
"MON202085,MON101065,MON101082,MON101068",TEST,ARJO,1,192.5907,5.7
"MON202086,MON101065,MON101082,MON101068",TEST,ARJO,1,187.0484,5.7
"MON202087,MON101065,MON101082,MON101068",TEST,ARJO,1,193.9454,5.7
"MON202088,MON101065,MON101082,MON101068",TEST,ARJO,1,151.6967,5.7
"MON202099,MON101065,MON101082,MON101068",TEST,ARJO,1,184.133,5.7
"MON202100,MON101065,MON101082,MON101068",TEST,ARJO,1,167.1033,5.7
"MON202101,MON101065,MON101082,MON101068",TEST,ARJO,1,170.3554,5.7
"MON202102,MON101065,MON101082,MON101068",TEST,ARJO,1,164.4751,5.7
"MON202103,MON101065,MON101082,MON101068",TEST,ARJO,1,176.9588,5.7
MON101066,COMM,ARJO,1,187.6864,5.7
"MON101065,MON101082,MON101068",CONTROL,ARJO,1,157.5569,5.7
"MON101065,MON101082,MON101068",CONTROL,ARJO,1,172.0882,5.7
"MON101065,MON101082,MON101068",CONTROL,ARJO,1,190.5208,5.7
"MON101065,MON101082,MON101068",CONTROL,ARJO,1,190.4447,5.7
"MON202017,MON101065,MON101082,MON101068",TEST,ARJO,1,181.8441,5.7
"MON202018,MON101065,MON101082,MON101068",TEST,ARJO,1,168.2929,5.7
"MON202029,MON101065,MON101082,MON101068",TEST,ARJO,1,163.9092,5.7
"MON202030,MON101065,MON101082,MON101068",TEST,ARJO,1,167.2098,5.7
"MON202031,MON101065,MON101082,MON101068",TEST,ARJO,1,172.8121,5.7
"MON202032,MON101065,MON101082,MON101068",TEST,ARJO,1,166.3861,5.7
"MON202033,MON101065,MON101082,MON101068",TEST,ARJO,1,177.1173,5.7
"MON202034,MON101065,MON101082,MON101068",TEST,ARJO,1,175.7143,5.7
"MON202035,MON101065,MON101082,MON101068",TEST,ARJO,1,182.8166,5.7
"MON202036,MON101065,MON101082,MON101068",TEST,ARJO,1,194.4305,5.7
"MON202037,MON101065,MON101082,MON101068",TEST,ARJO,1,,5.7
"MON202038,MON101065,MON101082,MON101068",TEST,ARJO,1,180.8977,5.7
"MON202049,MON101065,MON101082,MON101068",TEST,ARJO,1,190.6028,5.7
"MON202050,MON101065,MON101082,MON101068",TEST,ARJO,1,180.1517,5.7
"MON202051,MON101065,MON101082,MON101068",TEST,ARJO,1,168.8111,5.7
"MON202052,MON101065,MON101082,MON101068",TEST,ARJO,1,182.7283,5.7
